"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Greater Sudbury, Ontario [35580]","2021A003535580","Violent weighted clearance rate","Number","223","units","0","v53079611","25.15","65.86","","","","2"
"2009","Greater Sudbury, Ontario [35580]","2021A003535580","Percent change in violent weighted clearance rate","Percent","239","units","0","v53079612","25.16","-6.38","","","","2"
"2009","Greater Sudbury, Ontario [35580]","2021A003535580","Non-violent weighted clearance rate","Number","223","units","0","v53079613","25.17","33.04","","","","2"
"2009","Greater Sudbury, Ontario [35580]","2021A003535580","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079614","25.18","-4.62","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Crime severity index","Index","160","units","0","v44312611","26.1","112.77","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Percent change in crime severity index","Percent","239","units","0","v44312612","26.2","5.52","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Violent crime severity index","Index","160","units","0","v44312613","26.3","137.77","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Percent change in violent crime severity index","Percent","239","units","0","v44312614","26.4","18.01","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Non-violent crime severity index","Index","160","units","0","v44312615","26.5","103.15","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Percent change in non-violent crime severity index","Percent","239","units","0","v44312616","26.6","0.07","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Youth crime severity index","Index","160","units","0","v53079624","26.7","0.00","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Percent change in youth crime severity index","Percent","239","units","0","v87984924","26.8","0.00","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Youth violent crime severity index","Index","160","units","0","v53079625","26.9","0.00","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Percent change in youth violent crime severity index","Percent","239","units","0","v87984925","26.10","0.00","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Youth non-violent crime severity index","Index","160","units","0","v53079617","26.11","0.00","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Percent change in youth non-violent crime severity index","Percent","239","units","0","v87984926","26.12","0.00","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Weighted clearance rate","Number","223","units","0","v53079618","26.13","44.55","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Percent change in weighted clearance rate","Percent","239","units","0","v53079619","26.14","14.85","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Violent weighted clearance rate","Number","223","units","0","v53079620","26.15","68.75","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Percent change in violent weighted clearance rate","Percent","239","units","0","v53079621","26.16","18.70","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Non-violent weighted clearance rate","Number","223","units","0","v53079622","26.17","32.13","","","","2"
"2009","Thunder Bay, Ontario [35595]","2021A003535595","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079623","26.18","5.48","","","","2"
"2009","Manitoba [46]","2016A000246","Crime severity index","Index","160","units","0","v44312623","28.1","137.65","","","","2"
"2009","Manitoba [46]","2016A000246","Percent change in crime severity index","Percent","239","units","0","v44312624","28.2","5.98","","","","2"
"2009","Manitoba [46]","2016A000246","Violent crime severity index","Index","160","units","0","v44312625","28.3","177.98","","","","2"
"2009","Manitoba [46]","2016A000246","Percent change in violent crime severity index","Percent","239","units","0","v44312626","28.4","11.17","","","","2"
"2009","Manitoba [46]","2016A000246","Non-violent crime severity index","Index","160","units","0","v44312627","28.5","122.14","","","","2"
"2009","Manitoba [46]","2016A000246","Percent change in non-violent crime severity index","Percent","239","units","0","v44312628","28.6","3.28","","","","2"
"2009","Manitoba [46]","2016A000246","Youth crime severity index","Index","160","units","0","v53079644","28.7","198.04","","","","2"
"2009","Manitoba [46]","2016A000246","Percent change in youth crime severity index","Percent","239","units","0","v53079645","28.8","10.20","","","","2"
"2009","Manitoba [46]","2016A000246","Youth violent crime severity index","Index","160","units","0","v53079646","28.9","239.04","","","","2"
"2009","Manitoba [46]","2016A000246","Percent change in youth violent crime severity index","Percent","239","units","0","v53079927","28.10","21.69","","","","2"
"2009","Manitoba [46]","2016A000246","Youth non-violent crime severity index","Index","160","units","0","v53079636","28.11","166.81","","","","2"
"2009","Manitoba [46]","2016A000246","Percent change in youth non-violent crime severity index","Percent","239","units","0","v53079637","28.12","-0.10","","","","2"
"2009","Manitoba [46]","2016A000246","Weighted clearance rate","Number","223","units","0","v53079638","28.13","39.26","","","","2"
"2009","Manitoba [46]","2016A000246","Percent change in weighted clearance rate","Percent","239","units","0","v53079639","28.14","-4.94","","","","2"
"2009","Manitoba [46]","2016A000246","Violent weighted clearance rate","Number","223","units","0","v53079640","28.15","59.24","","","","2"
"2009","Manitoba [46]","2016A000246","Percent change in violent weighted clearance rate","Percent","239","units","0","v53079641","28.16","-5.59","","","","2"
"2009","Manitoba [46]","2016A000246","Non-violent weighted clearance rate","Number","223","units","0","v53079642","28.17","28.07","","","","2"
"2009","Manitoba [46]","2016A000246","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079643","28.18","-6.87","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Crime severity index","Index","160","units","0","v44312629","29.1","137.52","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Percent change in crime severity index","Percent","239","units","0","v44312630","29.2","9.30","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Violent crime severity index","Index","160","units","0","v44312631","29.3","191.24","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Percent change in violent crime severity index","Percent","239","units","0","v44312632","29.4","15.96","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Non-violent crime severity index","Index","160","units","0","v44312633","29.5","116.86","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Percent change in non-violent crime severity index","Percent","239","units","0","v44312634","29.6","5.48","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Youth crime severity index","Index","160","units","0","v53079654","29.7","0.00","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Percent change in youth crime severity index","Percent","239","units","0","v87984927","29.8","0.00","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Youth violent crime severity index","Index","160","units","0","v53079655","29.9","0.00","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Percent change in youth violent crime severity index","Percent","239","units","0","v87984928","29.10","0.00","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Youth non-violent crime severity index","Index","160","units","0","v53079647","29.11","0.00","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Percent change in youth non-violent crime severity index","Percent","239","units","0","v87984929","29.12","0.00","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Weighted clearance rate","Number","223","units","0","v53079648","29.13","29.24","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Percent change in weighted clearance rate","Percent","239","units","0","v53079649","29.14","-5.71","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Violent weighted clearance rate","Number","223","units","0","v53079650","29.15","47.24","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Percent change in violent weighted clearance rate","Percent","239","units","0","v53079651","29.16","-5.99","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Non-violent weighted clearance rate","Number","223","units","0","v53079652","29.17","17.92","","","","2"
"2009","Winnipeg, Manitoba [46602]","2021A003546602","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079653","29.18","-10.40","","","","2"
"2009","Saskatchewan [47]","2016A000247","Crime severity index","Index","160","units","0","v44312635","30.1","149.50","","","","2"
"2009","Saskatchewan [47]","2016A000247","Percent change in crime severity index","Percent","239","units","0","v44312636","30.2","-1.99","","","","2"
"2009","Saskatchewan [47]","2016A000247","Violent crime severity index","Index","160","units","0","v44312637","30.3","155.23","","","","2"
"2009","Saskatchewan [47]","2016A000247","Percent change in violent crime severity index","Percent","239","units","0","v44312638","30.4","1.49","","","","2"
"2009","Saskatchewan [47]","2016A000247","Non-violent crime severity index","Index","160","units","0","v44312639","30.5","147.29","","","","2"
"2009","Saskatchewan [47]","2016A000247","Percent change in non-violent crime severity index","Percent","239","units","0","v44312640","30.6","-3.35","","","","2"
"2009","Saskatchewan [47]","2016A000247","Youth crime severity index","Index","160","units","0","v53079674","30.7","244.03","","","","2"
"2009","Saskatchewan [47]","2016A000247","Percent change in youth crime severity index","Percent","239","units","0","v53079675","30.8","-5.61","","","","2"
"2009","Saskatchewan [47]","2016A000247","Youth violent crime severity index","Index","160","units","0","v53079676","30.9","182.65","","","","2"
"2009","Saskatchewan [47]","2016A000247","Percent change in youth violent crime severity index","Percent","239","units","0","v53079945","30.10","-8.74","","","","2"
"2009","Saskatchewan [47]","2016A000247","Youth non-violent crime severity index","Index","160","units","0","v53079666","30.11","290.79","","","","2"
"2009","Saskatchewan [47]","2016A000247","Percent change in youth non-violent crime severity index","Percent","239","units","0","v53079667","30.12","-4.03","","","","2"
"2009","Saskatchewan [47]","2016A000247","Weighted clearance rate","Number","223","units","0","v53079668","30.13","49.31","","","","2"
"2009","Saskatchewan [47]","2016A000247","Percent change in weighted clearance rate","Percent","239","units","0","v53079669","30.14","-1.10","","","","2"
"2009","Saskatchewan [47]","2016A000247","Violent weighted clearance rate","Number","223","units","0","v53079670","30.15","63.72","","","","2"
"2009","Saskatchewan [47]","2016A000247","Percent change in violent weighted clearance rate","Percent","239","units","0","v53079671","30.16","-2.97","","","","2"
"2009","Saskatchewan [47]","2016A000247","Non-violent weighted clearance rate","Number","223","units","0","v53079672","30.17","43.47","","","","2"
"2009","Saskatchewan [47]","2016A000247","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079673","30.18","-0.66","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Crime severity index","Index","160","units","0","v44312641","31.1","143.67","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Percent change in crime severity index","Percent","239","units","0","v44312642","31.2","-12.72","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Violent crime severity index","Index","160","units","0","v44312643","31.3","156.03","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Percent change in violent crime severity index","Percent","239","units","0","v44312644","31.4","-9.00","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Non-violent crime severity index","Index","160","units","0","v44312645","31.5","138.91","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Percent change in non-violent crime severity index","Percent","239","units","0","v44312646","31.6","-14.24","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Youth crime severity index","Index","160","units","0","v53079684","31.7","0.00","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Percent change in youth crime severity index","Percent","239","units","0","v87984930","31.8","0.00","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Youth violent crime severity index","Index","160","units","0","v53079685","31.9","0.00","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Percent change in youth violent crime severity index","Percent","239","units","0","v87984931","31.10","0.00","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Youth non-violent crime severity index","Index","160","units","0","v53079677","31.11","0.00","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Percent change in youth non-violent crime severity index","Percent","239","units","0","v87984932","31.12","0.00","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Weighted clearance rate","Number","223","units","0","v53079678","31.13","41.36","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Percent change in weighted clearance rate","Percent","239","units","0","v53079679","31.14","11.39","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Violent weighted clearance rate","Number","223","units","0","v53079680","31.15","53.84","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Percent change in violent weighted clearance rate","Percent","239","units","0","v53079681","31.16","-5.06","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Non-violent weighted clearance rate","Number","223","units","0","v53079682","31.17","35.98","","","","2"
"2009","Regina, Saskatchewan [47705]","2021A003547705","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079683","31.18","23.43","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Crime severity index","Index","160","units","0","v44312647","32.1","133.48","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Percent change in crime severity index","Percent","239","units","0","v44312648","32.2","-3.87","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Violent crime severity index","Index","160","units","0","v44312649","32.3","156.16","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Percent change in violent crime severity index","Percent","239","units","0","v44312650","32.4","-5.65","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Non-violent crime severity index","Index","160","units","0","v44312651","32.5","124.76","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Percent change in non-violent crime severity index","Percent","239","units","0","v44312652","32.6","-2.98","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Youth crime severity index","Index","160","units","0","v53079693","32.7","0.00","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Percent change in youth crime severity index","Percent","239","units","0","v87984933","32.8","0.00","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Youth violent crime severity index","Index","160","units","0","v53079694","32.9","0.00","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Percent change in youth violent crime severity index","Percent","239","units","0","v87984934","32.10","0.00","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Youth non-violent crime severity index","Index","160","units","0","v53079686","32.11","0.00","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Percent change in youth non-violent crime severity index","Percent","239","units","0","v87984935","32.12","0.00","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Weighted clearance rate","Number","223","units","0","v53079687","32.13","31.68","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Percent change in weighted clearance rate","Percent","239","units","0","v53079688","32.14","-13.32","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Violent weighted clearance rate","Number","223","units","0","v53079689","32.15","36.38","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Percent change in violent weighted clearance rate","Percent","239","units","0","v53079690","32.16","-9.97","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Non-violent weighted clearance rate","Number","223","units","0","v53079691","32.17","29.42","","","","2"
"2009","Saskatoon, Saskatchewan [47725]","2021A003547725","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079692","32.18","-15.07","","","","2"
"2009","Alberta [48]","2016A000248","Crime severity index","Index","160","units","0","v44312653","33.1","105.59","","","","2"
"2009","Alberta [48]","2016A000248","Percent change in crime severity index","Percent","239","units","0","v44312654","33.2","-5.72","","","","2"
"2009","Alberta [48]","2016A000248","Violent crime severity index","Index","160","units","0","v44312655","33.3","106.48","","","","2"
"2009","Alberta [48]","2016A000248","Percent change in violent crime severity index","Percent","239","units","0","v44312656","33.4","-5.09","","","","2"
"2009","Alberta [48]","2016A000248","Non-violent crime severity index","Index","160","units","0","v44312657","33.5","105.25","","","","2"
"2009","Alberta [48]","2016A000248","Percent change in non-violent crime severity index","Percent","239","units","0","v44312658","33.6","-5.97","","","","2"
"2009","Alberta [48]","2016A000248","Youth crime severity index","Index","160","units","0","v53079704","33.7","101.65","","","","2"
"2009","Alberta [48]","2016A000248","Percent change in youth crime severity index","Percent","239","units","0","v53079705","33.8","-8.51","","","","2"
"2009","Alberta [48]","2016A000248","Youth violent crime severity index","Index","160","units","0","v53079706","33.9","91.91","","","","2"
"2009","Alberta [48]","2016A000248","Percent change in youth violent crime severity index","Percent","239","units","0","v53079928","33.10","-6.78","","","","2"
"2009","Alberta [48]","2016A000248","Youth non-violent crime severity index","Index","160","units","0","v53079696","33.11","109.07","","","","2"
"2009","Alberta [48]","2016A000248","Percent change in youth non-violent crime severity index","Percent","239","units","0","v53079697","33.12","-9.58","","","","2"
"2009","Alberta [48]","2016A000248","Weighted clearance rate","Number","223","units","0","v53079698","33.13","41.17","","","","2"
"2009","Alberta [48]","2016A000248","Percent change in weighted clearance rate","Percent","239","units","0","v53079699","33.14","3.70","","","","2"
"2009","Alberta [48]","2016A000248","Violent weighted clearance rate","Number","223","units","0","v53079700","33.15","60.84","","","","2"
"2009","Alberta [48]","2016A000248","Percent change in violent weighted clearance rate","Percent","239","units","0","v53079701","33.16","6.49","","","","2"
"2009","Alberta [48]","2016A000248","Non-violent weighted clearance rate","Number","223","units","0","v53079702","33.17","33.52","","","","2"
"2009","Alberta [48]","2016A000248","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079703","33.18","1.64","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Crime severity index","Index","160","units","0","v44312659","34.1","80.78","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Percent change in crime severity index","Percent","239","units","0","v44312660","34.2","-4.88","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Violent crime severity index","Index","160","units","0","v44312661","34.3","88.36","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Percent change in violent crime severity index","Percent","239","units","0","v44312662","34.4","-1.42","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Non-violent crime severity index","Index","160","units","0","v44312663","34.5","77.87","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Percent change in non-violent crime severity index","Percent","239","units","0","v44312664","34.6","-6.30","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Youth crime severity index","Index","160","units","0","v53079714","34.7","0.00","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Percent change in youth crime severity index","Percent","239","units","0","v87984936","34.8","0.00","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Youth violent crime severity index","Index","160","units","0","v53079715","34.9","0.00","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Percent change in youth violent crime severity index","Percent","239","units","0","v87984937","34.10","0.00","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Youth non-violent crime severity index","Index","160","units","0","v53079707","34.11","0.00","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Percent change in youth non-violent crime severity index","Percent","239","units","0","v87984938","34.12","0.00","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Weighted clearance rate","Number","223","units","0","v53079708","34.13","37.18","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Percent change in weighted clearance rate","Percent","239","units","0","v53079709","34.14","6.84","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Violent weighted clearance rate","Number","223","units","0","v53079710","34.15","51.38","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Percent change in violent weighted clearance rate","Percent","239","units","0","v53079711","34.16","1.36","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Non-violent weighted clearance rate","Number","223","units","0","v53079712","34.17","30.98","","","","2"
"2009","Calgary, Alberta [48825]","2021A003548825","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079713","34.18","9.78","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Crime severity index","Index","160","units","0","v44312665","35.1","114.74","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Percent change in crime severity index","Percent","239","units","0","v44312666","35.2","-6.48","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Violent crime severity index","Index","160","units","0","v44312667","35.3","118.04","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Percent change in violent crime severity index","Percent","239","units","0","v44312668","35.4","-9.86","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","113.47","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Percent change in non-violent crime severity index","Percent","239","units","0","v44312670","35.6","-5.06","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","0.00","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Percent change in youth crime severity index","Percent","239","units","0","v87984939","35.8","0.00","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","0.00","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Percent change in youth violent crime severity index","Percent","239","units","0","v87984940","35.10","0.00","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","0.00","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Percent change in youth non-violent crime severity index","Percent","239","units","0","v87984941","35.12","0.00","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Weighted clearance rate","Number","223","units","0","v53079717","35.13","34.41","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Percent change in weighted clearance rate","Percent","239","units","0","v53079718","35.14","6.01","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Violent weighted clearance rate","Number","223","units","0","v53079719","35.15","50.40","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Percent change in violent weighted clearance rate","Percent","239","units","0","v53079720","35.16","17.13","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Non-violent weighted clearance rate","Number","223","units","0","v53079721","35.17","28.01","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079722","35.18","0.04","","","","2"
"2009","British Columbia [59]","2016A000259","Crime severity index","Index","160","units","0","v44312671","36.1","111.85","","","","2"
"2009","British Columbia [59]","2016A000259","Percent change in crime severity index","Percent","239","units","0","v44312672","36.2","-8.18","","","","2"
"2009","British Columbia [59]","2016A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","112.77","","","","2"
"2009","British Columbia [59]","2016A000259","Percent change in violent crime severity index","Percent","239","units","0","v44312674","36.4","-2.71","","","","2"
"2009","British Columbia [59]","2016A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","111.50","","","","2"
"2009","British Columbia [59]","2016A000259","Percent change in non-violent crime severity index","Percent","239","units","0","v44312676","36.6","-10.14","","","","2"
"2009","British Columbia [59]","2016A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","73.67","","","","2"
"2009","British Columbia [59]","2016A000259","Percent change in youth crime severity index","Percent","239","units","0","v53079735","36.8","2.01","","","","2"
"2009","British Columbia [59]","2016A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","69.83","","","","2"
"2009","British Columbia [59]","2016A000259","Percent change in youth violent crime severity index","Percent","239","units","0","v53079929","36.10","0.97","","","","2"
"2009","British Columbia [59]","2016A000259","Youth non-violent crime severity index","Index","160","units","0","v53079726","36.11","76.60","","","","2"
"2009","British Columbia [59]","2016A000259","Percent change in youth non-violent crime severity index","Percent","239","units","0","v53079727","36.12","2.75","","","","2"
"2009","British Columbia [59]","2016A000259","Weighted clearance rate","Number","223","units","0","v53079728","36.13","28.30","","","","2"
"2009","British Columbia [59]","2016A000259","Percent change in weighted clearance rate","Percent","239","units","0","v53079729","36.14","7.73","","","","2"
"2009","British Columbia [59]","2016A000259","Violent weighted clearance rate","Number","223","units","0","v53079730","36.15","46.46","","","","2"
"2009","British Columbia [59]","2016A000259","Percent change in violent weighted clearance rate","Percent","239","units","0","v53079731","36.16","3.64","","","","2"
"2009","British Columbia [59]","2016A000259","Non-violent weighted clearance rate","Number","223","units","0","v53079732","36.17","21.24","","","","2"
"2009","British Columbia [59]","2016A000259","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079733","36.18","8.37","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Crime severity index","Index","160","units","0","v52117776","48.1","121.80","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Percent change in crime severity index","Percent","239","units","0","v52117777","48.2","-3.32","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Violent crime severity index","Index","160","units","0","v52117778","48.3","104.51","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Percent change in violent crime severity index","Percent","239","units","0","v52117779","48.4","-4.71","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Non-violent crime severity index","Index","160","units","0","v52117780","48.5","128.45","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Percent change in non-violent crime severity index","Percent","239","units","0","v52117781","48.6","-2.87","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Youth crime severity index","Index","160","units","0","v53079864","48.7","0.00","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Percent change in youth crime severity index","Percent","239","units","0","v87984942","48.8","0.00","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Youth violent crime severity index","Index","160","units","0","v53079865","48.9","0.00","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Percent change in youth violent crime severity index","Percent","239","units","0","v87984943","48.10","0.00","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Youth non-violent crime severity index","Index","160","units","0","v53079857","48.11","0.00","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Percent change in youth non-violent crime severity index","Percent","239","units","0","v87984944","48.12","0.00","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Weighted clearance rate","Number","223","units","0","v53079858","48.13","32.27","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Percent change in weighted clearance rate","Percent","239","units","0","v53079859","48.14","8.51","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Violent weighted clearance rate","Number","223","units","0","v53079860","48.15","58.09","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Percent change in violent weighted clearance rate","Percent","239","units","0","v53079861","48.16","5.08","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Non-violent weighted clearance rate","Number","223","units","0","v53079862","48.17","24.19","","","","2"
"2009","Kelowna, British Columbia [59915]","2021A003559915","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079863","48.18","12.04","","","","2"
"2009","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Crime severity index","Index","160","units","0","v44312689","39.1","112.20","","","","2"
"2009","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Percent change in crime severity index","Percent","239","units","0","v44312690","39.2","-21.89","","","","2"
"2009","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Violent crime severity index","Index","160","units","0","v44312691","39.3","119.44","","","","2"
"2009","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Percent change in violent crime severity index","Percent","239","units","0","v44312692","39.4","-4.36","","","","2"
"2009","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Non-violent crime severity index","Index","160","units","0","v44312693","39.5","109.42","","","","2"
"2009","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Percent change in non-violent crime severity index","Percent","239","units","0","v44312694","39.6","-27.47","","","","2"
"2009","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Youth crime severity index","Index","160","units","0","v53079762","39.7","0.00","","","","2"
"2009","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Percent change in youth crime severity index","Percent","239","units","0","v87984945","39.8","0.00","","","","2"
